group,matrix_count,diversity_label,categorical_diversity_score,mixed_attribute_count_dominant_share_lt_0_90,distinct_kinds,dimension_log10_span,nnz_log10_span,nentries_log10_span,matrices_with_explicit_zeros,explicit_zero_count_total,nrows_min,nrows_median,nrows_max,ncols_min,ncols_median,ncols_max,nnz_min,nnz_median,nnz_max,nentries_min,nentries_median,nentries_max,pattern_symmetry_min,pattern_symmetry_median,pattern_symmetry_max,numerical_symmetry_min,numerical_symmetry_median,numerical_symmetry_max,shape_counts,dominant_shape,dominant_shape_share,structure_counts,dominant_structure,dominant_structure_share,entry_type_counts,dominant_entry_type,dominant_entry_type_share,exact_symmetry_counts,dominant_exact_symmetry,dominant_exact_symmetry_share,positive_definite_counts,dominant_positive_definite,dominant_positive_definite_share,kind_counts,dominant_kind,dominant_kind_share,structural_full_rank_counts,dominant_structural_full_rank,dominant_structural_full_rank_share,is_2d3d_counts,dominant_is_2d3d,dominant_is_2d3d_share,cholesky_candidate_counts,dominant_cholesky_candidate,dominant_cholesky_candidate_share,size_band_counts,dominant_size_band,dominant_size_band_share,smallest_nrows_matrices,largest_nrows_matrices,smallest_ncols_matrices,largest_ncols_matrices,smallest_nnz_matrices,largest_nnz_matrices,smallest_nentries_matrices,largest_nentries_matrices
JGD_Homology,128,type_homogeneous_size_diverse,0.023438,0,1,4.575557,5.274527,5.274527,1,360,6,2455.5,564480,6,1365,376320,18,13800,3386880,18,13800,3386880,0.0,0,1.0,0.0,0,0.5333333333333333,rectangular:122; square:6,rectangular,0.953125,rectangular:122; unsymmetric:6,rectangular,0.953125,integer:128,integer,1.0,partially_pattern_symmetric:5; pattern_symmetric_only:1; rectangular:122,rectangular,0.953125,no:128,no,1.0,combinatorial problem:128,combinatorial problem,1.0,false:2; true:126,true,0.984375,no:128,no,1.0,no:128,no,1.0,100k_to_1m:19; 10k_to_100k:22; 1k_to_10k:45; lt_1k:42,1k_to_10k,0.351562,JGD_Homology/ch3-3-b2=6; JGD_Homology/n3c4-b4=6,JGD_Homology/ch8-8-b5=564480,JGD_Homology/n3c4-b1=6,JGD_Homology/ch8-8-b5=376320,JGD_Homology/ch3-3-b2=18,JGD_Homology/ch8-8-b5=3386880,JGD_Homology/ch3-3-b2=18,JGD_Homology/ch8-8-b5=3386880
JGD_Kocay,12,type_homogeneous_size_diverse,0.013889,0,1,3.900504,6.458225,6.458225,0,0,1,35,3159,2,142.5,15905,1,1348,2872265,1,1348,2872265,0.0,0,0.0,0.0,0,0.0,rectangular:12,rectangular,1.0,rectangular:12,rectangular,1.0,binary:1; integer:11,integer,0.916667,rectangular:12,rectangular,1.0,no:12,no,1.0,combinatorial problem:12,combinatorial problem,1.0,true:12,true,1.0,no:12,no,1.0,no:12,no,1.0,10k_to_100k:1; 1k_to_10k:3; lt_1k:8,lt_1k,0.666667,JGD_Kocay/Trec3=1,JGD_Kocay/Trec14=3159,JGD_Kocay/Trec3=2,JGD_Kocay/Trec14=15905,JGD_Kocay/Trec3=1,JGD_Kocay/Trec14=2872265,JGD_Kocay/Trec3=1,JGD_Kocay/Trec14=2872265
JGD_Margulies,23,type_homogeneous_size_diverse,0.021739,0,1,4.557316,4.467391,4.467391,0,0,21,601,902103,25,513,723605,74,1538,2170814,74,1538,2170814,0.0,0,0.03252032520325204,0.0,0,0.03252032520325204,rectangular:22; square:1,rectangular,0.956522,rectangular:22; unsymmetric:1,rectangular,0.956522,binary:23,binary,1.0,partially_pattern_symmetric:1; rectangular:22,rectangular,0.956522,no:23,no,1.0,combinatorial problem:23,combinatorial problem,1.0,false:11; true:12,true,0.521739,no:23,no,1.0,no:23,no,1.0,100k_to_1m:3; 10k_to_100k:5; 1k_to_10k:2; lt_1k:13,lt_1k,0.565217,JGD_Margulies/wheel_3_1=21,JGD_Margulies/wheel_601=902103,JGD_Margulies/wheel_3_1=25,JGD_Margulies/wheel_601=723605,JGD_Margulies/wheel_3_1=74,JGD_Margulies/wheel_601=2170814,JGD_Margulies/wheel_3_1=74,JGD_Margulies/wheel_601=2170814
JGD_Relat,15,type_homogeneous_size_diverse,0.0,0,1,6.012839,6.335295,6.335295,0,0,12,2340,12360060,5,157,549336,18,8108,38955420,18,8108,38955420,0.0,0,0.0,0.0,0,0.0,rectangular:15,rectangular,1.0,rectangular:15,rectangular,1.0,integer:15,integer,1.0,rectangular:15,rectangular,1.0,no:15,no,1.0,combinatorial problem:15,combinatorial problem,1.0,false:15,false,1.0,no:15,no,1.0,no:15,no,1.0,100k_to_1m:2; 10k_to_100k:3; 1k_to_10k:2; ge_1m:2; lt_1k:6,lt_1k,0.4,JGD_Relat/rel3=12; JGD_Relat/relat3=12,JGD_Relat/relat9=12360060,JGD_Relat/rel3=5; JGD_Relat/relat3=5,JGD_Relat/relat9=549336,JGD_Relat/rel3=18,JGD_Relat/relat9=38955420,JGD_Relat/rel3=18,JGD_Relat/relat9=38955420
JGD_SL6,7,homogeneous,0.0,0,1,0.466656,0.91218,0.91218,0,0,169,815,1270,115,816,1271,1832,7614,14966,1832,7614,14966,0.0,0,0.0,0.0,0,0.0,rectangular:7,rectangular,1.0,rectangular:7,rectangular,1.0,integer:7,integer,1.0,rectangular:7,rectangular,1.0,no:7,no,1.0,combinatorial problem:7,combinatorial problem,1.0,false:7,false,1.0,no:7,no,1.0,no:7,no,1.0,1k_to_10k:3; lt_1k:4,lt_1k,0.571429,JGD_SL6/D_11=169,JGD_SL6/D_7=1270,JGD_SL6/D_5=115,JGD_SL6/D_8=1271,JGD_SL6/D_5=1832,JGD_SL6/D_8=14966,JGD_SL6/D_5=1832,JGD_SL6/D_8=14966
JGD_SPG,7,categorically_heterogeneous,0.071429,3,1,1.338788,2.6985,2.6985,0,0,300,2600,6545,300,2600,6545,592,71760,295680,592,71760,295680,0.0273972602739726,1,1.0,0.0,1,1.0,square:7,square,1.0,symmetric:6; unsymmetric:1,symmetric,0.857143,binary:6; integer:1,binary,0.857143,exact_numerical_or_hermitian:6; partially_pattern_symmetric:1,exact_numerical_or_hermitian,0.857143,no:7,no,1.0,combinatorial problem:7,combinatorial problem,1.0,true:7,true,1.0,no:7,no,1.0,no:7,no,1.0,1k_to_10k:4; lt_1k:3,1k_to_10k,0.571429,JGD_SPG/08blocks=300,JGD_SPG/EX5=6545; JGD_SPG/EX6=6545,JGD_SPG/08blocks=300,JGD_SPG/EX5=6545; JGD_SPG/EX6=6545,JGD_SPG/08blocks=592,JGD_SPG/EX5=295680; JGD_SPG/EX6=295680,JGD_SPG/08blocks=592,JGD_SPG/EX5=295680; JGD_SPG/EX6=295680
JGD_Taha,2,small_group_lt5,0.0,0,1,0.414772,0.427266,0.427266,0,0,14596,26264,37932,209,270,331,51307,94267.5,137228,51307,94267.5,137228,0.0,0,0.0,0.0,0,0.0,rectangular:2,rectangular,1.0,rectangular:2,rectangular,1.0,integer:2,integer,1.0,rectangular:2,rectangular,1.0,no:2,no,1.0,combinatorial problem:2,combinatorial problem,1.0,true:2,true,1.0,no:2,no,1.0,no:2,no,1.0,10k_to_100k:2,10k_to_100k,1.0,JGD_Taha/abtaha1=14596,JGD_Taha/abtaha2=37932,JGD_Taha/abtaha1=209,JGD_Taha/abtaha2=331,JGD_Taha/abtaha1=51307,JGD_Taha/abtaha2=137228,JGD_Taha/abtaha1=51307,JGD_Taha/abtaha2=137228
JGD_Trefethen,11,type_homogeneous_size_diverse,0.0,0,1,3.022276,3.576558,3.576558,0,0,19,300,20000,19,300,20000,147,4678,554466,147,4678,554466,1.0,1,1.0,1.0,1,1.0,square:11,square,1.0,symmetric:11,symmetric,1.0,integer:11,integer,1.0,exact_numerical_or_hermitian:11,exact_numerical_or_hermitian,1.0,yes:11,yes,1.0,combinatorial problem:11,combinatorial problem,1.0,true:11,true,1.0,no:11,no,1.0,yes:11,yes,1.0,10k_to_100k:2; 1k_to_10k:1; lt_1k:8,lt_1k,0.727273,JGD_Trefethen/Trefethen_20b=19,JGD_Trefethen/Trefethen_20000=20000,JGD_Trefethen/Trefethen_20b=19,JGD_Trefethen/Trefethen_20000=20000,JGD_Trefethen/Trefethen_20b=147,JGD_Trefethen/Trefethen_20000=554466,JGD_Trefethen/Trefethen_20b=147,JGD_Trefethen/Trefethen_20000=554466
Janna,18,categorically_heterogeneous,0.185185,4,3,1.041402,1.262962,1.195524,15,39345501,377002,1470152,4147110,377002,1470152,4147110,17277420,62184146.5,316548962,21005389,63844195.5,329499284,1.0,1,1.0,0.0,1,1.0,square:18,square,1.0,symmetric:14; unsymmetric:4,symmetric,0.777778,real:18,real,1.0,exact_numerical_or_hermitian:14; pattern_symmetric_only:4,exact_numerical_or_hermitian,0.777778,no:8; yes:10,yes,0.555556,2D/3D problem:3; computational fluid dynamics problem:1; structural problem:14,structural problem,0.777778,true:18,true,1.0,yes:18,yes,1.0,no:8; yes:10,yes,0.555556,100k_to_1m:5; ge_1m:13,ge_1m,0.722222,Janna/ML_Laplace=377002,Janna/Queen_4147=4147110,Janna/ML_Laplace=377002,Janna/Queen_4147=4147110,Janna/CoupCons3D=17277420,Janna/Queen_4147=316548962,Janna/StocF-1465=21005389,Janna/Queen_4147=329499284
Kamvar,2,small_group_lt5,0.0,0,1,0.384605,0.515781,0.515781,0,0,281903,482674.5,683446,281903,482674.5,683446,2312497,4947936.5,7583376,2312497,4947936.5,7583376,0.2502051856587356,0.26342104253978904,0.2766368994208425,0.2502051856587356,0.26342104253978904,0.2766368994208425,square:2,square,1.0,unsymmetric:2,unsymmetric,1.0,binary:2,binary,1.0,partially_pattern_symmetric:2,partially_pattern_symmetric,1.0,no:2,no,1.0,directed graph:2,directed graph,1.0,missing:2,missing,1.0,no:2,no,1.0,no:2,no,1.0,100k_to_1m:2,100k_to_1m,1.0,Kamvar/Stanford=281903,Kamvar/Stanford_Berkeley=683446,Kamvar/Stanford=281903,Kamvar/Stanford_Berkeley=683446,Kamvar/Stanford=2312497,Kamvar/Stanford_Berkeley=7583376,Kamvar/Stanford=2312497,Kamvar/Stanford_Berkeley=7583376
Kemelmacher,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,28452,28452,28452,9693,9693,9693,100875,100875,100875,100875,100875,100875,0.0,0,0.0,0.0,0,0.0,rectangular:1,rectangular,1.0,rectangular:1,rectangular,1.0,real:1,real,1.0,rectangular:1,rectangular,1.0,no:1,no,1.0,computer graphics/vision problem:1,computer graphics/vision problem,1.0,true:1,true,1.0,yes:1,yes,1.0,no:1,no,1.0,10k_to_100k:1,10k_to_100k,1.0,Kemelmacher/Kemelmacher=28452,Kemelmacher/Kemelmacher=28452,Kemelmacher/Kemelmacher=9693,Kemelmacher/Kemelmacher=9693,Kemelmacher/Kemelmacher=100875,Kemelmacher/Kemelmacher=100875,Kemelmacher/Kemelmacher=100875,Kemelmacher/Kemelmacher=100875
Kim,2,small_group_lt5,0.0,0,1,1.075393,1.084258,1.084258,0,0,38415,247695.5,456976,38415,247695.5,456976,933195,6131607.5,11330020,933195,6131607.5,11330020,0.9897360244976419,0.9933861825054666,0.9970363405132914,0.0,0,0.0,square:2,square,1.0,unsymmetric:2,unsymmetric,1.0,complex:2,complex,1.0,partially_pattern_symmetric:2,partially_pattern_symmetric,1.0,no:2,no,1.0,2D/3D problem:2,2D/3D problem,1.0,true:2,true,1.0,yes:2,yes,1.0,no:2,no,1.0,100k_to_1m:1; 10k_to_100k:1,100k_to_1m,0.5,Kim/kim1=38415,Kim/kim2=456976,Kim/kim1=38415,Kim/kim2=456976,Kim/kim1=933195,Kim/kim2=11330020,Kim/kim1=933195,Kim/kim2=11330020
Koutsovasilis,2,small_group_lt5,0.0,0,1,0.681958,0.704928,0.704928,0,0,71505,207648,343791,71505,207648,343791,5294285,16065699,26837113,5294285,16065699,26837113,1.0,1,1.0,1.0,1,1.0,square:2,square,1.0,symmetric:2,symmetric,1.0,real:2,real,1.0,exact_numerical_or_hermitian:2,exact_numerical_or_hermitian,1.0,no:2,no,1.0,structural problem:2,structural problem,1.0,true:2,true,1.0,yes:2,yes,1.0,yes:2,yes,1.0,100k_to_1m:1; 10k_to_100k:1,100k_to_1m,0.5,Koutsovasilis/F2=71505,Koutsovasilis/F1=343791,Koutsovasilis/F2=71505,Koutsovasilis/F1=343791,Koutsovasilis/F2=5294285,Koutsovasilis/F1=26837113,Koutsovasilis/F2=5294285,Koutsovasilis/F1=26837113
LAW,15,categorically_heterogeneous,0.066667,3,2,3.232023,3.84877,3.84877,0,0,69244,5363260,118142155,69244,5363260,118142155,276143,113891327,1949412601,276143,113891327,1949412601,0.1245713694644861,0.2780598082364509,1.0,0.1245713694644861,0.2780598082364509,1.0,square:15,square,1.0,symmetric:2; unsymmetric:13,unsymmetric,0.866667,binary:15,binary,1.0,exact_numerical_or_hermitian:2; partially_pattern_symmetric:13,partially_pattern_symmetric,0.866667,no:15,no,1.0,directed graph:13; undirected graph:2,directed graph,0.866667,missing:15,missing,1.0,no:15,no,1.0,no:14; yes:1,no,0.933333,100k_to_1m:4; 10k_to_100k:1; ge_1m:10,ge_1m,0.666667,LAW/enron=69244,LAW/webbase-2001=118142155,LAW/enron=69244,LAW/webbase-2001=118142155,LAW/enron=276143,LAW/sk-2005=1949412601,LAW/enron=276143,LAW/sk-2005=1949412601
LPnetlib,138,mixed_some_attributes,0.036232,1,1,4.272102,4.806202,4.806202,2,3753,8,489,105127,13,1312.5,243246,22,5500.5,1408073,22,5500.5,1408073,0.0,0,0.0,0.0,0,0.0,rectangular:138,rectangular,1.0,rectangular:138,rectangular,1.0,integer:30; real:108,real,0.782609,rectangular:138,rectangular,1.0,no:138,no,1.0,linear programming problem:138,linear programming problem,1.0,false:25; true:113,true,0.818841,no:138,no,1.0,no:138,no,1.0,100k_to_1m:4; 10k_to_100k:16; 1k_to_10k:60; lt_1k:58,1k_to_10k,0.434783,LPnetlib/lpi_galenet=8,LPnetlib/lp_ken_18=105127,LPnetlib/lpi_itest2=13,LPnetlib/lp_osa_60=243246,LPnetlib/lpi_galenet=22,LPnetlib/lp_osa_60=1408073,LPnetlib/lpi_galenet=22,LPnetlib/lp_osa_60=1408073
Langemyr,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,1500,1500,1500,1500,1500,1500,97645,97645,97645,97645,97645,97645,0.9990327110094128,0.9990327110094128,0.9990327110094128,0.0008944822923708982,0.0008944822923708982,0.0008944822923708982,square:1,square,1.0,unsymmetric:1,unsymmetric,1.0,real:1,real,1.0,partially_pattern_symmetric:1,partially_pattern_symmetric,1.0,no:1,no,1.0,structural problem:1,structural problem,1.0,true:1,true,1.0,yes:1,yes,1.0,no:1,no,1.0,1k_to_10k:1,1k_to_10k,1.0,Langemyr/comsol=1500,Langemyr/comsol=1500,Langemyr/comsol=1500,Langemyr/comsol=1500,Langemyr/comsol=97645,Langemyr/comsol=97645,Langemyr/comsol=97645,Langemyr/comsol=97645
LeGresley,3,small_group_lt5,0.0,0,1,1.544839,1.549839,1.549839,0,0,2508,4908,87936,2508,4908,87936,16727,30482,593276,16727,30482,593276,0.837611646388635,0.9773607038123168,0.9792020608292309,0.02995112414467253,0.03427471928313486,0.2557141852450946,square:3,square,1.0,unsymmetric:3,unsymmetric,1.0,real:3,real,1.0,partially_pattern_symmetric:3,partially_pattern_symmetric,1.0,no:3,no,1.0,power network problem:3,power network problem,1.0,true:3,true,1.0,no:3,no,1.0,no:3,no,1.0,10k_to_100k:1; 1k_to_10k:2,1k_to_10k,0.666667,LeGresley/LeGresley_2508=2508,LeGresley/LeGresley_87936=87936,LeGresley/LeGresley_2508=2508,LeGresley/LeGresley_87936=87936,LeGresley/LeGresley_2508=16727,LeGresley/LeGresley_87936=593276,LeGresley/LeGresley_2508=16727,LeGresley/LeGresley_87936=593276
Lee,2,small_group_lt5,0.083333,1,1,0.821574,1.067845,1.067845,0,0,74062,282581,491100,74062,282581,491100,1731206,10985221.5,20239237,1731206,10985221.5,20239237,0.999999037883928,0.9999995189419639,1.0,0.4990933575151925,0.5561452604137468,0.6131971633123011,square:2,square,1.0,unsymmetric:2,unsymmetric,1.0,complex:2,complex,1.0,partially_pattern_symmetric:1; pattern_symmetric_only:1,partially_pattern_symmetric,0.5,no:2,no,1.0,electromagnetics problem:2,electromagnetics problem,1.0,true:2,true,1.0,yes:2,yes,1.0,no:2,no,1.0,100k_to_1m:1; 10k_to_100k:1,100k_to_1m,0.5,Lee/fem_filter=74062,Lee/fem_hifreq_circuit=491100,Lee/fem_filter=74062,Lee/fem_hifreq_circuit=491100,Lee/fem_filter=1731206,Lee/fem_hifreq_circuit=20239237,Lee/fem_filter=1731206,Lee/fem_hifreq_circuit=20239237
Li,2,small_group_lt5,0.333333,4,2,0.0,0.045792,0.0,1,135128,22695,22695,22695,22695,22695,22695,1215181,1282745,1350309,1350309,1350309,1350309,1.0,1,1.0,0.8685670104303111,0.9342835052151556,1.0,square:2,square,1.0,symmetric:1; unsymmetric:1,symmetric,0.5,binary:1; real:1,binary,0.5,exact_numerical_or_hermitian:1; pattern_symmetric_only:1,exact_numerical_or_hermitian,0.5,no:2,no,1.0,duplicate electromagnetics problem:1; electromagnetics problem:1,duplicate electromagnetics problem,0.5,true:2,true,1.0,yes:2,yes,1.0,no:1; yes:1,no,0.5,10k_to_100k:2,10k_to_100k,1.0,Li/li=22695; Li/pli=22695,Li/li=22695; Li/pli=22695,Li/li=22695; Li/pli=22695,Li/li=22695; Li/pli=22695,Li/li=1215181,Li/pli=1350309,Li/li=1350309; Li/pli=1350309,Li/li=1350309; Li/pli=1350309
Lin,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,256000,256000,256000,256000,256000,256000,1766400,1766400,1766400,1766400,1766400,1766400,1.0,1,1.0,1.0,1,1.0,square:1,square,1.0,symmetric:1,symmetric,1.0,real:1,real,1.0,exact_numerical_or_hermitian:1,exact_numerical_or_hermitian,1.0,no:1,no,1.0,structural problem:1,structural problem,1.0,true:1,true,1.0,yes:1,yes,1.0,yes:1,yes,1.0,100k_to_1m:1,100k_to_1m,1.0,Lin/Lin=256000,Lin/Lin=256000,Lin/Lin=256000,Lin/Lin=256000,Lin/Lin=1766400,Lin/Lin=1766400,Lin/Lin=1766400,Lin/Lin=1766400
LiuWenzhuo,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,1,3138,15838,15838,15838,15838,15838,15838,64424,64424,64424,67562,67562,67562,0.5913695769855386,0.5913695769855386,0.5913695769855386,0.5337339974478245,0.5337339974478245,0.5337339974478245,square:1,square,1.0,unsymmetric:1,unsymmetric,1.0,real:1,real,1.0,partially_pattern_symmetric:1,partially_pattern_symmetric,1.0,no:1,no,1.0,power network problem:1,power network problem,1.0,true:1,true,1.0,no:1,no,1.0,no:1,no,1.0,10k_to_100k:1,10k_to_100k,1.0,LiuWenzhuo/powersim=15838,LiuWenzhuo/powersim=15838,LiuWenzhuo/powersim=15838,LiuWenzhuo/powersim=15838,LiuWenzhuo/powersim=64424,LiuWenzhuo/powersim=64424,LiuWenzhuo/powersim=67562,LiuWenzhuo/powersim=67562
Lourakis,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,1,90,10581,10581,10581,10581,10581,10581,770811,770811,770811,770901,770901,770901,1.0,1,1.0,1.0,1,1.0,square:1,square,1.0,symmetric:1,symmetric,1.0,real:1,real,1.0,exact_numerical_or_hermitian:1,exact_numerical_or_hermitian,1.0,yes:1,yes,1.0,computer graphics/vision problem:1,computer graphics/vision problem,1.0,true:1,true,1.0,yes:1,yes,1.0,yes:1,yes,1.0,10k_to_100k:1,10k_to_100k,1.0,Lourakis/bundle1=10581,Lourakis/bundle1=10581,Lourakis/bundle1=10581,Lourakis/bundle1=10581,Lourakis/bundle1=770811,Lourakis/bundle1=770811,Lourakis/bundle1=770901,Lourakis/bundle1=770901
Lucifora,2,small_group_lt5,0.0,0,1,0.0,0.0,0.0,2,9546,7055,7055,7055,7055,7055,7055,30082,30082,30082,34855,34855,34855,0.9970503597122302,0.9970503597122302,0.9970503597122302,0.0,0.002171364050896773,0.004342728101793546,square:2,square,1.0,unsymmetric:2,unsymmetric,1.0,real:2,real,1.0,partially_pattern_symmetric:2,partially_pattern_symmetric,1.0,no:2,no,1.0,directed weighted graph:2,directed weighted graph,1.0,missing:2,missing,1.0,no:2,no,1.0,no:2,no,1.0,1k_to_10k:2,1k_to_10k,1.0,Lucifora/cell1=7055; Lucifora/cell2=7055,Lucifora/cell1=7055; Lucifora/cell2=7055,Lucifora/cell1=7055; Lucifora/cell2=7055,Lucifora/cell1=7055; Lucifora/cell2=7055,Lucifora/cell1=30082; Lucifora/cell2=30082,Lucifora/cell1=30082; Lucifora/cell2=30082,Lucifora/cell1=34855; Lucifora/cell2=34855,Lucifora/cell1=34855; Lucifora/cell2=34855
Luong,2,small_group_lt5,0.0,0,1,0.508112,0.496388,0.496388,0,0,1388,2930,4472,390,663,936,11816,24436,37056,11816,24436,37056,0.0,0,0.0,0.0,0,0.0,rectangular:2,rectangular,1.0,rectangular:2,rectangular,1.0,real:2,real,1.0,rectangular:2,rectangular,1.0,no:2,no,1.0,computer graphics/vision problem:2,computer graphics/vision problem,1.0,true:2,true,1.0,yes:2,yes,1.0,no:2,no,1.0,1k_to_10k:2,1k_to_10k,1.0,Luong/photogrammetry=1388,Luong/photogrammetry2=4472,Luong/photogrammetry=390,Luong/photogrammetry2=936,Luong/photogrammetry=11816,Luong/photogrammetry2=37056,Luong/photogrammetry=11816,Luong/photogrammetry2=37056
MAWI,5,homogeneous,0.0,0,1,1.085646,1.10104,1.10104,0,0,18571154,68863315,226196185,18571154,68863315,226196185,38040320,143414960,480047894,38040320,143414960,480047894,1.0,1,1.0,1.0,1,1.0,square:5,square,1.0,symmetric:5,symmetric,1.0,integer:5,integer,1.0,exact_numerical_or_hermitian:5,exact_numerical_or_hermitian,1.0,no:5,no,1.0,undirected weighted graph:5,undirected weighted graph,1.0,missing:5,missing,1.0,no:5,no,1.0,no:5,no,1.0,ge_1m:5,ge_1m,1.0,MAWI/mawi_201512012345=18571154,MAWI/mawi_201512020330=226196185,MAWI/mawi_201512012345=18571154,MAWI/mawi_201512020330=226196185,MAWI/mawi_201512012345=38040320,MAWI/mawi_201512020330=480047894,MAWI/mawi_201512012345=38040320,MAWI/mawi_201512020330=480047894
MKS,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,1,14331,7548,7548,7548,7548,7548,7548,834222,834222,834222,848553,848553,848553,0.7575174939506899,0.7575174939506899,0.7575174939506899,0.002912877385765126,0.002912877385765126,0.002912877385765126,square:1,square,1.0,unsymmetric:1,unsymmetric,1.0,real:1,real,1.0,partially_pattern_symmetric:1,partially_pattern_symmetric,1.0,no:1,no,1.0,electromagnetics problem:1,electromagnetics problem,1.0,true:1,true,1.0,yes:1,yes,1.0,no:1,no,1.0,1k_to_10k:1,1k_to_10k,1.0,MKS/fp=7548,MKS/fp=7548,MKS/fp=7548,MKS/fp=7548,MKS/fp=834222,MKS/fp=834222,MKS/fp=848553,MKS/fp=848553
ML_Graph,36,homogeneous,0.0,0,1,2.560685,2.641265,2.641265,0,0,106,1599.5,38547,106,1599.5,38547,1412,22529,618158,1412,22529,618158,1.0,1,1.0,1.0,1,1.0,square:36,square,1.0,symmetric:36,symmetric,1.0,real:36,real,1.0,exact_numerical_or_hermitian:36,exact_numerical_or_hermitian,1.0,no:36,no,1.0,undirected weighted graph:36,undirected weighted graph,1.0,missing:36,missing,1.0,no:36,no,1.0,no:36,no,1.0,10k_to_100k:7; 1k_to_10k:18; lt_1k:11,1k_to_10k,0.5,ML_Graph/breasttissue_10NN=106,ML_Graph/k49_norm_10NN=38547,ML_Graph/breasttissue_10NN=106,ML_Graph/k49_norm_10NN=38547,ML_Graph/breasttissue_10NN=1412,ML_Graph/k49_norm_10NN=618158,ML_Graph/breasttissue_10NN=1412,ML_Graph/k49_norm_10NN=618158
Mallya,18,homogeneous,0.0,0,1,1.6776,1.918695,1.914823,10,65592,1477,10964,70304,1477,10964,70304,18427,233187,1528092,18592,233741,1528092,0.001513199920413014,0.0073226551044173116,0.0173680609288971,0.0,5.236095550568468e-06,0.0001553140154832006,square:18,square,1.0,unsymmetric:18,unsymmetric,1.0,real:18,real,1.0,partially_pattern_symmetric:18,partially_pattern_symmetric,1.0,no:18,no,1.0,chemical process simulation problem:18,chemical process simulation problem,1.0,true:18,true,1.0,no:18,no,1.0,no:18,no,1.0,10k_to_100k:12; 1k_to_10k:6,10k_to_100k,0.666667,Mallya/lhr01=1477,Mallya/lhr71=70304; Mallya/lhr71c=70304,Mallya/lhr01=1477,Mallya/lhr71=70304; Mallya/lhr71c=70304,Mallya/lhr01=18427,Mallya/lhr71c=1528092,Mallya/lhr01=18592,Mallya/lhr71=1528092; Mallya/lhr71c=1528092
Mancktelow,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,1,28603,37762,37762,37762,37762,37762,37762,1133641,1133641,1133641,1162244,1162244,1162244,1.0,1,1.0,0.279507135368047,0.279507135368047,0.279507135368047,square:1,square,1.0,unsymmetric:1,unsymmetric,1.0,real:1,real,1.0,pattern_symmetric_only:1,pattern_symmetric_only,1.0,no:1,no,1.0,materials problem:1,materials problem,1.0,true:1,true,1.0,yes:1,yes,1.0,no:1,no,1.0,10k_to_100k:1,10k_to_100k,1.0,Mancktelow/viscorocks=37762,Mancktelow/viscorocks=37762,Mancktelow/viscorocks=37762,Mancktelow/viscorocks=37762,Mancktelow/viscorocks=1133641,Mancktelow/viscorocks=1133641,Mancktelow/viscorocks=1162244,Mancktelow/viscorocks=1162244
Marini,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,7245,7245,7245,7245,7245,7245,46142,46142,46142,46142,46142,46142,1.0,1,1.0,1.0,1,1.0,square:1,square,1.0,symmetric:1,symmetric,1.0,real:1,real,1.0,exact_numerical_or_hermitian:1,exact_numerical_or_hermitian,1.0,no:1,no,1.0,economic problem:1,economic problem,1.0,true:1,true,1.0,no:1,no,1.0,no:1,no,1.0,1k_to_10k:1,1k_to_10k,1.0,Marini/eurqsa=7245,Marini/eurqsa=7245,Marini/eurqsa=7245,Marini/eurqsa=7245,Marini/eurqsa=46142,Marini/eurqsa=46142,Marini/eurqsa=46142,Marini/eurqsa=46142
Martin,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,400320,400320,400320,400320,400320,400320,6226538,6226538,6226538,6226538,6226538,6226538,0.922267240944297,0.922267240944297,0.922267240944297,0.0,0,0.0,square:1,square,1.0,unsymmetric:1,unsymmetric,1.0,real:1,real,1.0,partially_pattern_symmetric:1,partially_pattern_symmetric,1.0,no:1,no,1.0,chemical oceanography problem:1,chemical oceanography problem,1.0,missing:1,missing,1.0,no:1,no,1.0,no:1,no,1.0,100k_to_1m:1,100k_to_1m,1.0,Martin/marine1=400320,Martin/marine1=400320,Martin/marine1=400320,Martin/marine1=400320,Martin/marine1=6226538,Martin/marine1=6226538,Martin/marine1=6226538,Martin/marine1=6226538
